player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Michael Moore,163027,LB,UAB,10,25,,8.3,321,1,0.0,0,3,0,0,0,0.0
Alex Rose,171432,LB,INDIANA ST,1,2,,2.0,191,0,39.6,0,1,0,0,0,0.0
Ethan Tierney,171334,CB,N ILLINOIS,1,4,,4.0,254,0,39.6,0,1,0,0,0,0.0
Amier Boyd,163030,CB,UTEP,5,6,,3.0,330,0,39.6,0,2,0,0,0,0.0
Virgil Marshall,163049,S,W KENTUCKY,2,9,,9.0,346,0,39.6,0,1,0,0,0,0.0
Drayk Bowen,171077,LB,NOTRE DAME,7,11,,11.0,258,0,39.6,0,1,0,0,0,0.0
Clev Lubin,163200,ED,COAST CAR,2,4,,4.0,141,0,39.6,0,1,0,0,0,0.0
Cam Chadwick,171036,CB,UCONN,1,2,,2.0,146,1,0.0,0,1,0,0,0,0.0
Gavin Shields,163219,S,ARMY,5,7,,7.0,114,0,39.6,0,1,0,0,0,0.0
Jayden Virgin-Morgan,163392,ED,BOISE ST,5,15,,15.0,120,0,39.6,0,1,0,0,0,0.0
Jabari Odoemenem,170853,LB,MAINE,9,13,,13.0,212,0,39.6,0,1,0,0,0,0.0
Dabari Hawkins,122640,CB,TARLETON,7,9,,9.0,401,0,39.6,0,1,0,0,0,0.0
Caleb McDougle,163604,S,N ALABAMA,5,6,,3.0,389,0,39.6,0,2,0,0,0,0.0
Jaron Willis,163671,LB,S CAROLINA,2,3,,1.5,289,0,39.6,0,2,0,0,0,0.0
Audavion Collins,163676,CB,PENN STATE,4,5,,5.0,266,0,39.6,0,1,0,0,0,0.0
Julio Humphrey,163742,CB,GEORGIA,3,9,,9.0,173,0,39.6,0,1,0,0,0,0.0
James Pearce Jr.,163770,ED,TENNESSEE,2,2,,2.0,307,0,39.6,0,1,0,0,0,0.0
Josh Moten,124332,CB,MARSHALL,4,4,,4.0,214,0,39.6,0,1,0,0,0,0.0
C.J. Garnett,122745,LB,N TEXAS,3,5,,5.0,251,0,39.6,0,1,0,0,0,0.0
Noah Matthews,163797,ED,KENTUCKY,2,4,,4.0,202,0,39.6,0,1,0,0,0,0.0
Sam Boyer,163916,LB,HOLY CROSS,2,3,,3.0,181,0,39.6,0,1,0,0,0,0.0
Teilor Tuioti,164090,LB,IDAHO ST,3,4,,4.0,186,1,0.0,0,1,0,0,0,0.0
Rente Hinton,170371,S,NC STATE,7,13,,13.0,248,0,39.6,0,1,0,0,0,0.0
Tony Grimes,122837,CB,UNLV,2,2,,2.0,325,0,39.6,0,1,0,0,0,0.0
Abram Wright,170320,LB,RUTGERS,2,6,,6.0,278,0,39.6,0,1,0,0,0,0.0
Clarence Lewis,122905,CB,SYRACUSE,8,23,,4.6,304,0,39.6,0,5,0,0,0,0.0
Jaydon Southard,164112,LB,STF AUSTIN,3,5,,5.0,301,0,39.6,0,1,0,0,0,0.0
DJ Graham II,122926,CB,UTAH ST,6,10,,10.0,329,0,39.6,0,1,0,0,0,0.0
Samuel Horton,164212,ED,CENT ARK,2,4,,2.0,132,0,39.6,0,2,0,0,0,0.0
DaKaari Nelson,170290,S,PENN STATE,3,7,,7.0,266,0,39.6,0,1,0,0,0,0.0
T.D. Williams,164233,CB,CENT ARK,5,7,,3.5,132,0,39.6,0,2,0,0,0,0.0
Jaylen Houston,164248,S,E KENTUCKY,5,11,,5.5,159,0,39.6,0,2,0,0,0,0.0
Parris Smiley,164526,S,ALBANY,3,5,,5.0,106,0,39.6,0,1,0,0,0,0.0
Robby Washington,170096,CB,MIAMI FL,2,8,,4.0,220,0,39.6,0,2,0,0,0,0.0
Hudson Primus,123017,S,SVANNAH ST,1,3,,3.0,286,0,39.6,0,1,0,0,0,0.0
Myles Brodie,164630,CB,TOWSON,6,7,,7.0,317,0,39.6,0,1,0,0,0,0.0
Francesco Barone,164661,CB,PENN,1,1,,1.0,267,0,39.6,0,1,0,0,0,0.0
Jahquez Robinson,123931,S,AUBURN,3,15,,15.0,115,0,39.6,0,1,0,0,0,0.0
Noah Thompson,164884,S,S DAK ST,2,3,,3.0,292,0,39.6,0,1,0,0,0,0.0
CJ Johnson,169947,LB,SM HOUSTON,2,5,,5.0,281,0,39.6,0,1,0,0,0,0.0
Chris Tooley III,169928,CB,FAU,1,16,,16.0,165,0,39.6,0,1,0,0,0,0.0
Teagan Wilk,123843,S,HOUSTON,3,3,,3.0,182,0,39.6,0,1,0,0,0,0.0
Isaiah Bogerty,169054,LB,TEXAS STHN,2,4,,2.0,313,0,39.6,0,2,0,0,0,0.0
Charles George Jr.,169022,TE,TEXAS STHN,1,10,,10.0,313,0,39.6,0,1,0,0,0,0.0
Jaquez Dew,168470,LB,ALCORN ST,10,37,,37.0,107,0,39.6,0,1,0,0,0,0.0
Ty Moss,123828,S,TENN TECH,4,8,,2.7,309,1,0.0,0,3,0,0,0,0.0
Joseph Plunk,123152,S,TEXAS TECH,4,9,,9.0,315,0,39.6,0,1,0,0,0,0.0
D'Yoni Hill,168425,CB,MIAMI FL,6,15,,7.5,220,0,39.6,0,2,0,0,0,0.0
Ahmond Glass,168339,CB,INDIANA ST,1,1,,1.0,191,0,39.6,0,1,0,0,0,0.0
Teylor Jackson,123817,LB,LIBERTY,4,3,,3.0,206,0,39.6,0,1,0,0,0,0.0
Norey Johnson,167110,S,HOUCHR,2,3,,3.0,183,0,39.6,0,1,0,0,0,0.0
Ben Knox,123286,CB,USF,5,6,,6.0,327,0,39.6,0,1,0,0,0,0.0
Gavin Taylor,165015,ED,CENT CT ST,8,12,,12.0,133,0,39.6,0,1,0,0,0,0.0
Ira Armstead,123767,ED,E ILLINOIS,3,8,,8.0,158,0,39.6,0,1,0,0,0,0.0
Mike Riley,167021,LB,ARKAPB,9,19,,19.0,112,0,39.6,0,1,0,0,0,0.0
Eric Ivory Jr.,165145,S,NORFOLK,4,10,,5.0,244,0,39.6,0,2,0,0,0,0.0
Eli Kirk,165249,S,DAYTON,2,6,,6.0,150,0,39.6,0,1,0,0,0,0.0
Ezekiel Swayne,165290,CB,SAN DIEGO,1,1,,1.0,283,0,39.6,0,1,0,0,0,0.0
Joe Marinaro,123546,LB,BOSTON COL,3,14,,14.0,121,0,39.6,0,1,0,0,0,0.0
Jaxson Smith,165732,S,UTAHTC,3,6,,6.0,1285,0,39.6,0,1,0,0,0,0.0
Sanjay Redd,165321,CB,STTHOM,1,2,,2.0,1129,0,39.6,0,1,0,0,0,0.0
Zack Vicknair,165663,S,SE LA,4,4,,2.0,294,0,39.6,0,2,0,0,0,0.0
Nicolis Adu-Poku,197526,LB,ARKBC,1,4,,4.0,1515,0,39.6,0,1,0,0,0,0.0
Justin Mays,197137,CB,FPU,1,3,,3.0,1527,0,39.6,0,1,0,0,0,0.0
Gage Elder,144766,LB,TEXAS TECH,1,1,,1.0,315,0,39.6,0,1,0,0,0,0.0
Geno Facchetti,197102,ED,FPU,1,2,,1.0,1527,0,39.6,0,2,0,0,0,0.0
Prince Green III,144812,S,GA SOUTHRN,1,3,,3.0,174,0,39.6,0,1,0,0,0,0.0
Reggie Thomas,66271,LB,LAFAYETTE,8,9,,9.0,203,0,39.6,0,1,0,0,0,0.0
Mark James,196131,S,LANECOL,1,6,,6.0,942,0,39.6,0,1,0,0,0,0.0
Calvin Pitcher,70877,S,IDAHO ST,3,7,,7.0,186,0,39.6,0,1,0,0,0,0.0
Deshun Tisdale,196109,S,KY STATE,1,3,,3.0,378,0,39.6,0,1,0,0,0,0.0
Cobee Bryant,144575,CB,KANSAS,8,34,,34.0,198,0,39.6,0,1,0,0,0,0.0
Domani Jackson,71370,CB,ALABAMA,2,2,,2.0,103,0,39.6,0,1,0,0,0,0.0
Julius Allen,195765,LB,WV WESLEY,1,0,,0.0,409,0,39.6,0,1,0,0,0,
Ashton Schuetter,195577,LB,HA,1,1,,1.0,1528,0,39.6,0,1,0,0,0,0.0
Vincent Nwachi,194905,CB,FRSU,1,1,,1.0,880,0,39.6,0,1,0,0,0,0.0
Wylan Harich,194865,S,FRSU,1,6,,6.0,880,0,39.6,0,1,0,0,0,0.0
Kamari Blankumsee,194752,S,FRTVLY,1,14,,7.0,874,0,39.6,0,2,0,0,0,0.0
Jayden Earley,194583,S,VIRUNI,1,9,,9.0,1165,0,39.6,0,1,0,0,0,0.0
Jimmie Simmons,194557,LB,UVAWIS,1,8,,4.0,1320,0,39.6,0,2,0,0,0,0.0
Ty Dittmer,194419,LB,UIU,1,1,,1.0,1156,0,39.6,0,1,0,0,0,0.0
Elijah Jopp,194147,S,NSU,1,1,,1.0,1223,0,39.6,0,1,0,0,0,0.0
Dalan Thornton,194090,S,ECU,1,2,,2.0,1526,0,39.6,0,1,0,0,0,0.0
Myles Mayhorn,194033,CB,ECU,1,1,,1.0,1526,0,39.6,0,1,0,0,0,0.0
Clifton Brown,193435,S,AVEMAR,1,5,,5.0,1450,0,39.6,0,1,0,0,0,0.0
Corey Coley Jr.,144907,CB,NC STATE,3,3,,3.0,248,0,39.6,0,1,0,0,0,0.0
Garner Wallace,145046,S,NWESTERN,2,3,,3.0,256,0,39.6,0,1,0,0,0,0.0
Corey Myrick,193227,S,MARSHALL,3,3,,3.0,214,0,39.6,0,1,0,0,0,0.0
BJ Adams,144452,CB,UCF,5,11,,11.0,323,0,39.6,0,1,0,0,0,0.0
Tyree Carlisle,144443,CB,TULSA,3,4,,4.0,320,0,39.6,0,1,0,0,0,0.0
Marshall Washington Jr.,192476,CB,LIUSHAR,1,2,,2.0,1298,0,39.6,0,1,0,0,0,0.0
Todd Bowles Jr.,145147,S,LIUSHAR,7,28,,14.0,1298,0,39.6,0,2,0,0,0,0.0
Jaydyn Johnson,145286,S,LNDNWD,6,7,,7.0,949,0,39.6,0,1,0,0,0,0.0
Jimmori Robinson,145523,ED,UTSA,6,12,,12.0,331,0,39.6,0,1,0,0,0,0.0
Ta'Shaun Sims,192278,S,ALABAMA ST,10,26,,26.0,105,0,39.6,0,1,0,0,0,0.0
Trey Moore,145527,ED,TEXAS,7,12,,12.0,311,0,39.6,0,1,0,0,0,0.0
Joe Malchesky,145596,S,ROB MORRIS,3,8,,4.0,277,0,39.6,0,2,0,0,0,0.0
Andrew Hand,192134,S,E TENN ST,4,5,,5.0,157,0,39.6,0,1,0,0,0,0.0
Eric Randall III,144278,S,GRAMBLING,4,12,,12.0,177,0,39.6,0,1,0,0,0,0.0
Tyrell Raby,144277,CB,MIDDLE TN,2,2,,2.0,224,0,39.6,0,1,0,0,0,0.0
Jalen Garner,144248,LB,HOUSTON,3,7,,7.0,182,0,39.6,0,1,0,0,0,0.0
Andrew Lieske,191839,S,BUTLER,2,4,,4.0,127,0,39.6,0,1,0,0,0,0.0
Cam Chapa,191513,S,N COLORADO,7,11,,11.0,253,0,39.6,0,1,0,0,0,0.0
Malik Esquerra,191348,S,TEXAS TECH,1,2,,2.0,315,0,39.6,0,1,0,0,0,0.0
Jo'Ziah Edmond,190828,CB,MICHIGAN,1,1,,1.0,222,0,39.6,0,1,0,0,0,0.0
Nathaniel Watson,190794,CB,COLORADO,1,3,,3.0,143,0,39.6,0,1,0,0,0,0.0
Kani Walker,144177,CB,OKLAHOMA,1,1,,1.0,261,0,39.6,0,1,0,0,0,0.0
Kamron Norwood,190696,CB,TROY,4,13,,13.0,318,0,39.6,0,1,0,0,0,0.0
Tyan Milton,190260,CB,UTSA,2,7,,7.0,331,0,39.6,0,1,0,0,0,0.0
Dashawn Spears,190208,S,LSU,2,3,,3.0,211,0,39.6,0,1,0,0,0,0.0
Tyler Brown,189982,S,JAMES MAD,1,3,,3.0,197,0,39.6,0,1,0,0,0,0.0
Cameron Oliver,146206,CB,UNLV,4,6,,6.0,325,0,39.6,0,1,0,0,0,0.0
Marsel McDuffie,146212,LB,UNLV,5,26,,6.5,325,0,39.6,0,4,0,0,0,0.0
Jaylen Watson,189696,CB,IOWA,1,2,,2.0,192,0,39.6,0,1,0,0,0,0.0
Brendon Harris,83446,S,MIDDLE TN,2,10,,10.0,224,0,39.6,0,1,0,0,0,0.0
Ian Maloney,144165,LB,MO STATE,1,5,,5.0,230,0,39.6,0,1,0,0,0,0.0
Drew Woodaz,189373,LB,CLEMSON,1,1,,1.0,140,0,39.6,0,1,0,0,0,0.0
Ashton Hampton,189365,CB,CLEMSON,2,9,,4.5,140,0,39.6,0,2,0,0,0,0.0
Oluwafemi Oladejo,146302,ED,UCLA,5,9,,9.0,324,0,39.6,0,1,0,0,0,0.0
Rolijah Hardy,188665,LB,INDIANA,2,3,,3.0,190,0,39.6,0,1,0,0,0,0.0
Jhamell Blenman,146513,CB,IDAHO,2,2,,2.0,185,0,39.6,0,1,0,0,0,0.0
Emiril Gant,188580,CB,TOWSON,2,3,,3.0,317,0,39.6,0,1,0,0,0,0.0
Jaylin Lackey,188517,CB,VANDERBILT,2,4,,4.0,333,0,39.6,0,1,0,0,0,0.0
Ceyair Wright,86877,CB,NEBRASKA,1,2,,2.0,238,0,39.6,0,1,0,0,0,0.0
Quimari Shemwell,188301,CB,UTAH,3,23,,23.0,328,0,39.6,0,1,0,0,0,0.0
Daymon David,146544,S,AKRON,2,7,,7.0,102,0,39.6,0,1,0,0,0,0.0
Semaj Verner,87849,CB,UC DAVIS,5,7,,3.5,322,0,39.6,0,2,0,0,0,0.0
La'khi Roland,188264,CB,MARYLAND,2,4,,4.0,215,0,39.6,0,1,0,0,0,0.0
Trevor Adams,88001,LB,CINCINNATI,1,1,,1.0,138,0,39.6,0,1,0,0,0,0.0
Chris Paul Jr.,146640,LB,OLE MISS,9,14,,14.0,226,0,39.6,0,1,0,0,0,0.0
Dontavius Nash,143972,CB,E CAROLINA,3,6,,6.0,156,0,39.6,0,1,0,0,0,0.0
Joe Dombkowski,186613,CB,MERCYHURST,1,3,,3.0,977,0,39.6,0,1,0,0,0,0.0
Jason Marshall Jr.,146704,CB,FLORIDA,4,7,,7.0,163,0,39.6,0,1,0,0,0,0.0
Jordan Young,146705,CB,CINCINNATI,4,5,,5.0,138,0,39.6,0,1,0,0,0,0.0
Tyler Benedict,186592,LB,MERCYHURST,8,38,,12.7,977,0,39.6,0,3,0,0,0,0.0
Festus Davies,186520,ED,W GEORGIA,1,2,,2.0,1177,0,39.6,0,1,0,0,0,0.0
Thomas Davis,143939,ED,APP STATE,8,12,,12.0,108,0,39.6,0,1,0,0,0,0.0
Cael Bright,186509,CB,W GEORGIA,1,2,,2.0,1177,0,39.6,0,1,0,0,0,0.0
Zach Cody,186462,CB,COAST CAR,2,2,,2.0,141,0,39.6,0,1,0,0,0,0.0
Damill Bostic Jr.,186382,CB,VILLANOVA,1,1,,1.0,334,0,39.6,0,1,0,0,0,0.0
Baron Taylor,186369,S,SO UTAH,7,17,,17.0,298,0,39.6,0,1,0,0,0,0.0
Chike Anigbogu,97239,S,RICE,5,6,,3.0,275,0,39.6,0,2,0,0,0,0.0
Zuri Watson,186338,CB,HOWARD,1,7,,7.0,184,0,39.6,0,1,0,0,0,0.0
Joshua Pickett,143869,CB,DUKE,7,21,,5.3,154,0,39.6,0,4,0,0,0,0.0
Mark Dorsey,186272,CB,CENT ARK,1,1,,1.0,132,0,39.6,0,1,0,0,0,0.0
Jeffson Locke,186252,ED,AUSTINPEAY,1,2,,2.0,116,0,39.6,0,1,0,0,0,0.0
Owen McGowan,143832,LB,BOSTON COL,5,11,,11.0,121,0,39.6,0,1,0,0,0,0.0
Quintayvious Hutchins,143827,ED,BOSTON COL,1,1,,1.0,121,1,0.0,0,1,0,0,0,0.0
Dreyden Norwood,147007,CB,MISSOURI,4,8,,8.0,229,0,39.6,0,1,0,0,0,0.0
Reid Pulliam,186121,LB,JACKSON ST,12,19,,19.0,194,0,39.6,0,1,0,0,0,0.0
Brennen Ceaser,186069,CB,ALABAMA ST,4,22,,5.5,105,0,39.6,0,4,0,0,0,0.0
Delvon Gulley,186052,CB,ALAB A&M,3,3,,3.0,104,0,39.6,0,1,0,0,0,0.0
Drew Merrill,185995,S,INCAR WORD,2,2,,2.0,189,0,39.6,0,1,0,0,0,0.0
Trevon Booker,97468,CB,CHARLOTTE,3,4,,4.0,136,0,39.6,0,1,0,0,0,0.0
Day Day Bright,143760,CB,JACKSON ST,4,4,,4.0,194,0,39.6,0,1,0,0,0,0.0
Elijah Crocker,185840,S,FURMAN,1,1,,1.0,170,0,39.6,0,1,0,0,0,0.0
Dominic Wieburg,143689,CB,CENT WASH,1,19,,9.5,367,0,39.6,0,2,0,0,0,0.0
Eric Haney,143369,CB,SAN DIEGO,5,7,,3.5,283,0,39.6,0,2,0,0,0,0.0
JP Schmidt,185443,S,YALE,1,2,,2.0,352,0,39.6,0,1,0,0,0,0.0
Harrison Johnson,185305,LB,WM & MARY,6,9,,9.0,348,0,39.6,0,1,0,0,0,0.0
Jamison Lindsey,143333,CB,NICHOLLS,1,1,,1.0,243,0,39.6,0,1,0,0,0,0.0
Kason Hooks,185149,CB,CHARLES SO,3,5,,5.0,135,0,39.6,0,1,0,0,0,0.0
Dalton Hughes,147217,LB,S ALABAMA,1,1,,1.0,288,0,39.6,0,1,0,0,0,0.0
Terrence Spence,143073,CB,JAMES MAD,3,3,,3.0,197,0,39.6,0,1,0,0,0,0.0
Travis Arena,184994,LB,N ARIZONA,5,7,,7.0,252,0,39.6,0,1,0,0,0,0.0
Tyson Pottenger,147668,S,MONTANA ST,7,11,,11.0,233,0,39.6,0,1,0,0,0,0.0
Kingston Lopa,184854,S,OREGON,1,1,,1.0,264,0,39.6,0,1,0,0,0,0.0
Jordan Lockhart,184808,LB,TEXAS A&M,1,3,,3.0,312,0,39.6,0,1,0,0,0,0.0
Caleb Dennis,142948,LB,SACR HEART,4,6,,6.0,280,0,39.6,0,1,0,0,0,0.0
Nalu Emerson,97701,LB,HAWAII,7,21,,10.5,180,1,0.0,0,2,0,0,0,0.0
Clayton Bishop,148142,CB,N DAKOTA,2,3,,3.0,249,0,39.6,0,1,0,0,0,0.0
Kevin Levy,184661,CB,RUTGERS,1,1,,1.0,278,0,39.6,0,1,0,0,0,0.0
Terhyon Nichols,184635,CB,KENTUCKY,1,1,,1.0,202,0,39.6,0,1,0,0,0,0.0
Reggie Powers III,184602,CB,OKLAHOMA,2,9,,9.0,261,0,39.6,0,1,0,0,0,0.0
Jaydan Hardy,184594,S,OKLAHOMA,2,6,,6.0,261,0,39.6,0,1,0,0,0,0.0
Jamre Benjamin,142777,CB,SCAR STATE,3,5,,5.0,290,0,39.6,0,1,0,0,0,0.0
Jack Kiser,97889,LB,NOTRE DAME,6,9,,4.5,258,0,39.6,0,2,0,0,0,0.0
Jalin Justice,142689,LB,WAGNER,8,16,,16.0,338,0,39.6,0,1,0,0,0,0.0
J'Coryan Anderson,97891,LB,MARSHALL,6,15,,15.0,214,0,39.6,0,1,0,0,0,0.0
Jaylen Mbakwe,184540,CB,ALABAMA,2,2,,2.0,103,0,39.6,0,1,0,0,0,0.0
Fred Johnson,184487,LB,S CAROLINA,3,5,,5.0,289,0,39.6,0,1,0,0,0,0.0
Jalen Jones,148495,CB,WM & MARY,5,5,,2.5,348,0,39.6,0,2,0,0,0,0.0
Jay Crawford,184399,CB,AUBURN,8,17,,8.5,115,0,39.6,0,2,0,0,0,0.0
Ayinde Johnson,142505,CB,RHODE ISLD,3,3,,3.0,274,0,39.6,0,1,0,0,0,0.0
Zach Edwards,98131,ED,W KENTUCKY,1,1,,1.0,346,0,39.6,0,1,0,0,0,0.0
