player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Tayler Hawkins,42606,CB,S DIEGO ST,13,530,0,284,1,16.9,48.0,97.3,11.2,5.4,3,5,20.0,72.1,1,33,10.0,1,5,63.8,12,143,27.0,147,5,8,25,1,150,33,1.1,12.5,0,5,10.8,57.7,99.2,16.3,9.4,1,4,15.4,80.7,1,35,10.7,3,4,59.1,15,254,47.9,256,5,20,26,0,156,70,0.6,10.4
Therran Coleman,42611,CB,W MICHIGAN,13,343,0,347,0,7.7,54.5,99.0,15.0,8.2,1,2,18.2,63.9,0,27,50.0,3,2,111.6,6,98,28.6,99,1,3,11,1,89,73,1.0,14.8,0,1,17.2,69.2,99.4,16.1,11.2,1,0,0.0,61.4,0,44,30.0,3,0,126.8,9,156,45.5,157,3,6,13,1,129,22,0.9,14.3
Caesar Williams,42613,CB,WISCONSIN,13,368,0,349,0,12.3,44.4,100.0,15.0,6.7,0,1,11.1,57.1,0,17,0.0,0,0,96.1,4,63,17.1,63,0,3,9,1,43,2,0.7,10.8,0,1,18.4,47.8,100.0,21.6,10.3,0,2,8.7,67.4,0,52,0.0,0,2,74.5,11,246,66.8,246,0,12,23,0,180,34,0.8,16.4
Calvin Swenson,42636,S,MINNESOTA,2,12,0,225,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,59.0,0,,,0,0,0.0,0,7,58.3,7,0,0,0,0,0,0,0.0,
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,8,111,0,315,0,,,48.6,,,0,0,,54.4,0,,,0,0,0.0,0,18,16.2,37,0,0,0,0,0,0,0.0,,0,1,9.9,70.0,81.7,8.1,5.7,0,0,0.0,29.0,0,30,28.6,2,0,112.5,7,58,52.3,71,2,4,10,0,133,55,2.3,19.0
Joe Headen,42645,CB,DOMINION,13,468,0,263,3,11.0,66.7,99.0,15.2,10.1,0,0,0.0,70.2,1,38,11.1,1,0,93.5,6,97,20.7,98,1,5,9,1,83,20,0.9,13.8,0,10,17.4,48.0,100.0,21.0,10.1,0,2,8.0,66.1,1,55,10.0,2,1,49.3,12,268,57.3,268,3,8,25,0,143,106,0.6,11.9
Lawson Hall,42652,LB,NEVADA,13,275,0,239,1,-1.0,100.0,75.8,6.0,6.0,0,0,0.0,48.8,0,9,0.0,0,0,126.0,4,25,9.1,33,0,2,4,1,19,23,0.8,4.8,0,4,6.3,74.1,88.9,9.8,7.2,0,0,0.0,43.4,1,21,14.8,4,0,74.2,20,200,72.7,225,2,19,27,0,167,65,0.9,8.4
Clifford Chattman,42657,S,UTSA,4,68,0,331,0,7.0,0.0,78.6,,4.5,0,1,50.0,52.6,0,,0.0,0,0,39.6,0,11,16.2,14,1,1,2,0,0,0,0.0,,0,0,5.7,100.0,100.0,12.0,12.0,0,0,0.0,60.9,0,16,12.5,1,0,141.0,3,38,55.9,38,4,7,3,1,25,8,0.7,8.3
Eric Kendzior,42672,ED,LA TECH,5,5,0,208,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,0,,,11.8,,,0,0,,61.8,0,,,0,0,0.0,0,4,80.0,34,0,0,0,0,0,0,0.0,
Mike Palmer,42674,S,BOSTON COL,12,215,0,121,1,12.7,66.7,95.7,41.0,27.3,0,0,0.0,74.9,1,8,0.0,0,0,71.5,2,89,41.4,93,0,5,3,1,10,2,0.1,5.0,0,0,19.0,60.0,98.3,34.7,20.8,0,0,0.0,72.3,0,32,0.0,0,0,90.4,3,113,52.6,115,0,7,5,0,46,7,0.4,15.3
Isaiah Graham-Mobley,42679,LB,BOSTON COL,9,173,0,121,0,4.7,66.7,47.6,19.0,12.7,0,0,0.0,47.8,0,22,50.0,1,0,147.2,2,40,23.1,84,0,1,3,1,36,32,0.9,18.0,0,4,5.6,66.7,92.6,14.8,9.8,0,1,8.3,63.8,0,16,15.8,3,1,81.3,8,125,72.3,135,4,12,12,0,68,45,0.6,8.5
Tyreek Maddox-Williams,42694,LB,RUTGERS,8,103,0,278,1,0.3,75.0,68.6,14.3,10.8,0,0,0.0,57.9,0,8,0.0,0,0,116.7,3,48,46.6,70,0,0,4,1,7,10,0.2,2.3,0,2,4.8,60.0,84.6,10.7,6.4,0,1,20.0,65.0,0,23,0.0,0,1,81.3,3,33,32.0,39,1,1,5,0,35,11,1.1,11.7
Demetrius Cain,42697,LB,W KENTUCKY,14,267,0,346,0,-1.5,100.0,67.9,26.5,26.5,0,0,0.0,71.4,0,3,0.0,0,0,79.2,2,55,20.6,81,1,2,2,0,-2,1,0.0,-1.0,0,0,5.1,82.4,86.8,11.3,9.3,0,0,0.0,50.5,0,40,0.0,0,0,99.0,14,164,61.4,189,4,12,17,0,132,76,0.8,9.4
Drew Harvey,42699,LB,UMASS,3,10,0,216,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,55.6,,,0,0,,62.4,0,,,0,0,0.0,0,5,50.0,9,0,0,0,0,0,0,0.0,
Ryan Bowman,42714,ED,WASHINGTON,7,17,0,340,0,,,9.4,,,0,0,,72.6,0,,0.0,0,0,0.0,0,3,17.6,32,1,1,0,0,0,0,0.0,,0,1,-5.5,50.0,10.5,9.0,4.5,0,0,0.0,62.7,0,-4,50.0,1,0,56.3,1,9,52.9,86,2,0,2,0,-4,2,-0.4,-4.0
Zach Hannibal,42732,CB,LA TECH,12,127,0,208,0,24.0,100.0,100.0,18.5,18.5,0,0,0.0,55.9,0,33,0.0,0,0,158.3,2,43,33.9,43,0,1,2,1,41,0,1.1,20.5,0,0,7.6,50.0,100.0,18.0,9.0,0,2,25.0,76.7,0,9,0.0,0,2,56.3,4,75,59.1,75,3,7,8,0,19,8,0.3,4.8
Spencer Eason-Riddle,42747,LB,S CAROLINA,1,2,0,289,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.4,0,,0.0,0,0,0.0,0,1,50.0,1,0,1,0,0,0,0,0.0,
Nick Heninger,42766,ED,UTAH ST,14,28,0,329,1,,,0.6,,,0,0,,63.3,0,,0.0,0,0,0.0,0,1,3.6,156,3,3,0,0,0,0,0.0,,0,3,3.0,50.0,13.5,21.0,10.5,0,1,50.0,65.5,0,5,33.3,4,1,56.3,1,23,82.1,170,5,5,2,0,5,3,0.2,5.0
Ajani Kerr,42797,CB,TULANE,12,351,0,319,2,10.1,65.2,99.3,9.3,6.0,0,3,13.0,56.0,0,36,40.0,4,2,122.7,15,148,42.2,149,0,4,23,2,206,99,1.5,13.7,0,1,11.3,58.8,98.8,16.0,9.4,0,3,17.6,67.2,0,28,11.1,1,3,81.3,10,165,47.0,167,1,7,17,0,123,37,0.8,12.3
Mike Maskalunas,42820,LB,WISCONSIN,5,44,0,349,0,,,52.9,,,0,0,,64.5,0,,0.0,0,0,0.0,0,9,20.5,17,0,1,0,0,0,0,0.0,,0,0,,,71.1,,,0,0,,70.6,0,,0.0,0,0,0.0,0,32,72.7,45,1,1,0,0,0,0,0.0,
Chase Lucas,42833,CB,ARIZONA ST,10,318,0,110,1,7.3,58.3,100.0,8.1,4.8,0,4,16.7,60.0,0,28,8.3,1,3,76.2,14,123,38.7,123,3,10,24,0,147,68,1.3,10.5,0,0,10.0,64.7,98.9,7.7,5.0,0,4,11.8,63.2,0,34,15.0,3,3,84.1,22,181,56.9,183,6,17,34,0,229,73,1.3,10.4
Willie Baker,42835,ED,LA TECH,11,8,0,208,0,,,6.5,,,0,0,,60.2,0,,,0,0,0.0,0,2,25.0,31,0,0,0,0,0,0,0.0,,0,1,,,7.1,,,0,0,,68.9,0,,0.0,0,0,0.0,0,5,62.5,70,1,1,0,0,0,0,0.0,
Xavior Williams,42838,CB,IOWA,1,1,0,192,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Justus Rogers,42865,LB,WASH STATE,13,314,0,341,0,-1.7,100.0,75.6,21.0,21.0,0,0,0.0,76.2,0,11,0.0,0,0,93.1,3,68,21.7,90,2,3,3,0,19,24,0.3,6.3,0,2,8.0,88.5,89.3,7.5,6.6,0,1,3.8,44.9,1,45,18.2,4,1,142.3,23,176,56.1,197,6,16,26,4,360,175,2.1,15.7
D.C. Williams,42880,CB,TEXAS ST,12,329,0,314,0,13.1,58.3,100.0,7.9,4.6,0,2,16.7,45.4,0,39,14.3,1,2,92.0,7,62,18.8,62,1,6,12,0,119,46,2.2,17.0,0,4,12.3,56.4,100.0,9.7,5.5,0,5,12.8,51.9,0,34,23.1,6,4,77.4,22,223,67.8,223,5,16,39,1,185,76,0.9,8.4
Grant Morgan,42888,LB,ARKANSAS,13,284,0,111,0,-1.0,100.0,50.6,37.0,37.0,0,0,0.0,76.2,0,14,20.0,1,0,118.8,1,44,15.5,87,4,4,1,0,14,15,0.4,14.0,0,4,5.8,60.0,91.5,29.7,17.8,1,1,20.0,61.7,0,6,16.7,2,1,64.6,3,97,34.2,106,4,6,5,0,7,4,0.1,2.3
Jahad Woods,42896,LB,WASH STATE,13,359,0,341,1,4.1,80.0,80.7,10.5,8.4,0,0,0.0,61.3,0,13,0.0,0,0,80.4,8,88,24.5,109,5,6,10,0,33,20,0.4,4.1,0,4,4.5,59.1,87.0,15.0,8.9,0,0,0.0,64.5,1,19,15.8,3,0,54.9,13,200,55.7,230,3,12,22,0,119,84,0.6,9.2
Rachuan Mitchell,42909,CB,SO MISS,11,214,0,296,0,11.0,80.0,91.1,12.0,9.6,0,1,20.0,55.0,0,23,50.0,1,1,116.7,4,51,23.8,56,1,1,5,0,60,15,1.3,15.0,0,0,16.9,62.5,98.6,13.1,8.2,1,0,0.0,49.7,0,91,0.0,0,0,145.8,10,137,64.0,139,3,7,16,2,272,115,2.1,27.2
Deon Edwards,42912,LB,ARKANSAS,6,10,0,111,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,1,2.0,100.0,100.0,7.0,7.0,0,0,0.0,53.9,0,10,0.0,0,0,108.3,1,8,80.0,8,0,0,1,0,10,8,1.4,10.0
Travon Fuller,42926,CB,TULSA,13,400,0,320,1,15.3,45.8,100.0,10.9,5.0,1,2,8.3,57.8,1,35,16.7,1,2,46.4,11,126,31.5,126,2,4,24,0,135,25,1.1,12.3,0,1,11.2,52.6,100.0,13.4,7.1,0,6,31.6,87.5,2,24,25.0,3,6,29.8,10,139,34.8,139,3,8,19,0,107,65,0.8,10.7
Lawrence Stevens,42940,CB,RUTGERS,1,13,0,278,0,,,100.0,,,0,0,,64.9,0,,,0,0,0.0,0,9,69.2,9,0,0,0,0,0,0,0.0,,0,0,8.0,100.0,100.0,2.0,2.0,0,0,0.0,56.0,0,14,0.0,0,0,112.5,2,4,30.8,4,0,2,2,0,22,6,5.5,11.0
Jacobi Francis,42941,CB,MEMPHIS,12,448,0,218,0,8.4,60.0,100.0,11.8,7.1,0,4,26.7,67.8,1,19,16.7,1,2,69.9,9,112,25.0,112,1,5,15,1,84,38,0.8,9.3,0,1,15.6,56.5,99.6,18.2,10.3,0,3,13.0,67.8,0,32,12.5,2,2,96.5,13,243,54.2,244,4,13,23,1,181,27,0.8,13.9
Jordan Happle,42942,S,OREGON,13,248,0,264,0,9.6,60.0,97.5,23.3,14.0,0,1,20.0,70.8,0,35,0.0,0,1,82.9,3,77,31.0,79,1,3,5,0,37,17,0.5,12.3,0,1,8.7,50.0,95.5,23.6,11.8,0,0,0.0,65.3,1,23,36.4,4,0,22.5,5,126,50.8,132,1,6,10,0,44,55,0.4,8.8
Alexander Sims,42947,LB,KENT STATE,2,2,0,201,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Coney Durr,42953,CB,MINNESOTA,13,396,0,225,0,11.1,42.9,100.0,16.0,6.9,0,1,14.3,62.2,0,70,33.3,1,1,129.5,3,49,12.4,49,1,2,7,2,102,103,2.1,34.0,0,2,11.3,59.3,98.3,13.6,8.1,0,5,18.5,66.2,0,33,13.3,2,3,87.3,16,233,58.8,237,4,11,27,1,152,91,0.7,9.5
Noah Burks,42956,ED,WISCONSIN,13,151,0,349,0,,,28.1,,,0,0,,55.5,0,,100.0,1,0,0.0,0,16,10.6,57,0,0,0,0,0,0,0.0,,0,1,3.6,87.5,52.1,15.6,13.6,0,1,12.5,69.2,1,13,9.1,1,1,52.6,7,114,75.5,219,4,9,8,0,49,27,0.4,7.0
Thomas Pickens,42970,LB,MEMPHIS,10,234,0,218,0,2.5,100.0,63.8,24.5,24.5,0,0,0.0,81.8,0,3,25.0,1,0,79.2,2,51,21.8,80,3,3,2,0,6,1,0.1,3.0,0,2,4.0,92.9,89.6,9.5,8.8,0,0,0.0,56.9,0,32,25.0,4,0,107.4,13,129,55.1,144,1,10,14,0,137,76,1.1,10.5
Will Evans,42984,ED,OHIO,12,11,0,259,0,16.0,0.0,9.8,,3.0,0,0,0.0,59.8,0,,0.0,0,0,39.6,0,5,45.5,51,2,1,1,0,0,0,0.0,,0,0,,,2.0,,,0,0,,76.5,0,,0.0,0,0,0.0,0,4,36.4,204,4,1,0,0,0,0,0.0,
Davonte Robinson,42999,CB,KENTUCKY,13,198,0,202,0,,,51.7,,,0,0,,67.2,0,,100.0,1,0,0.0,0,15,7.6,29,0,0,0,0,0,0,0.0,,0,2,4.1,84.2,89.9,7.9,6.6,0,1,5.3,60.4,0,75,0.0,0,1,130.3,16,133,67.2,148,3,15,19,1,210,148,1.7,13.1
JoVanni Stewart,43001,LB,HOUSTON,11,41,0,182,0,17.0,0.0,81.8,,8.0,0,0,0.0,50.4,0,,,0,0,39.6,0,9,22.0,11,0,0,1,0,0,0,0.0,,0,0,-2.5,100.0,90.3,14.0,14.0,0,0,0.0,64.4,0,11,,0,0,100.0,2,28,68.3,31,0,0,2,0,16,21,0.6,8.0
Elijah Hamilton,43012,CB,LA TECH,12,115,0,208,0,10.5,33.3,97.1,15.0,5.0,0,0,0.0,48.9,0,9,0.0,0,0,42.4,2,33,28.7,34,0,2,6,0,14,1,0.5,7.0,0,1,19.1,61.5,100.0,8.8,5.4,0,1,7.7,46.9,0,34,11.1,1,1,140.7,8,72,62.6,72,1,7,13,2,149,15,2.1,18.6
Terrell Vassel,43023,S,OLE MISS,1,3,0,226,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Marquel Dismuke,43025,S,NEBRASKA,12,357,0,238,0,7.8,83.3,94.7,13.4,11.2,0,0,0.0,70.3,1,17,33.3,1,0,86.8,5,71,19.9,75,1,2,6,1,29,16,0.4,5.8,0,1,6.1,81.3,95.0,14.5,11.8,0,0,0.0,69.9,0,25,6.7,1,0,100.8,13,192,53.8,202,4,13,16,0,131,54,0.7,10.1
Caleb Kelly,43026,ED,OKLAHOMA,10,20,0,261,0,,,9.5,,,0,0,,61.0,0,,,0,0,0.0,0,2,10.0,21,0,0,0,0,0,0,0.0,,0,0,,,28.3,,,0,0,,55.5,0,,50.0,1,0,0.0,0,13,65.0,46,0,1,0,0,0,0,0.0,
Shawn Jennings,43027,LB,S ALABAMA,9,84,0,288,0,,,58.3,,,0,0,,62.9,0,,,0,0,0.0,0,7,8.3,12,1,0,0,0,0,0,0.0,,0,1,5.3,100.0,72.7,9.8,9.8,0,1,16.7,69.4,0,33,22.2,2,1,156.3,6,64,76.2,88,6,6,6,1,72,40,1.2,12.0
Gage Kreski,43047,S,C MICHIGAN,13,417,0,134,0,2.1,75.0,96.4,29.8,22.4,0,0,0.0,65.3,0,24,20.0,2,0,94.3,6,185,44.4,192,2,8,8,0,57,37,0.3,9.5,0,5,14.3,62.5,99.4,32.2,20.1,0,0,0.0,63.9,0,46,10.5,2,0,93.2,5,168,40.3,169,1,12,8,0,75,8,0.5,15.0
D.J. Morgan,43099,LB,UCONN,7,79,0,146,0,2.0,100.0,60.0,6.0,6.0,0,0,0.0,52.8,0,9,0.0,0,0,104.2,1,6,7.6,10,0,1,1,0,9,7,1.5,9.0,0,1,6.1,75.0,98.3,9.3,7.0,0,0,0.0,53.1,0,19,0.0,0,0,92.2,6,57,72.2,58,2,8,8,0,53,35,0.9,8.8
Kevin Meitzenheimer,43102,LB,UTAH ST,14,132,0,329,0,-1.0,0.0,80.4,,36.0,0,0,0.0,48.4,0,,100.0,1,0,39.6,0,41,31.1,51,0,0,1,0,0,0,0.0,,0,0,2.0,100.0,80.3,8.4,8.4,0,0,0.0,49.8,0,17,40.0,2,0,103.6,7,61,46.2,76,2,3,7,0,62,48,1.1,8.9
Shane Simmons,43103,ED,MARSHALL,9,7,0,214,0,,,5.7,,,0,0,,65.2,0,,0.0,0,0,0.0,0,2,28.6,35,1,1,0,0,0,0,0.0,,0,1,,,5.8,,,0,0,,63.8,0,,0.0,0,0,0.0,0,4,57.1,69,1,1,0,0,0,0,0.0,
Sean Mahone,43146,S,W VIRGINIA,13,408,0,343,0,10.0,100.0,96.4,25.0,25.0,0,0,0.0,54.5,0,4,50.0,1,0,122.9,1,27,6.6,28,0,1,1,1,4,0,0.2,4.0,0,0,10.3,63.0,100.0,13.9,8.8,0,2,7.4,52.7,2,60,18.2,4,2,78.0,17,241,59.1,241,6,18,27,2,192,109,0.8,11.3
Justin Clark,43185,CB,TOLEDO,13,227,0,316,2,17.7,55.6,100.0,10.0,5.6,0,1,11.1,48.7,0,39,0.0,0,1,84.0,5,58,25.6,58,1,1,9,0,77,14,1.5,15.4,0,0,9.8,73.3,100.0,9.5,6.9,0,1,6.7,74.6,1,30,0.0,0,0,71.8,11,106,46.7,106,2,9,15,0,131,56,1.3,11.9
Nolan Turner,43187,S,CLEMSON,10,356,0,140,0,8.7,85.7,94.7,11.3,9.7,0,0,0.0,69.0,1,23,0.0,0,0,103.6,6,71,19.9,75,0,7,7,1,62,14,0.9,10.3,0,2,11.3,60.0,97.3,17.2,10.3,0,0,0.0,57.2,0,17,15.8,3,0,74.0,12,216,60.7,222,7,14,20,0,105,21,0.5,8.8
Ryan McWood,43189,LB,MIAMI OH,1,14,0,221,0,,,75.0,,,0,0,,49.6,0,,,0,0,0.0,0,3,21.4,4,0,0,0,0,0,0,0.0,,0,0,,,90.9,,,0,0,,58.0,0,,,0,0,0.0,0,10,71.4,11,0,0,0,0,0,0,0.0,
Amir Tyler,43191,S,TEMPLE,10,286,0,306,0,12.6,60.0,95.4,9.2,5.5,0,2,20.0,45.4,0,43,25.0,1,2,131.7,6,62,21.7,65,1,3,10,1,111,37,2.0,18.5,0,1,12.1,78.9,98.9,11.3,8.9,0,1,5.3,45.9,0,28,11.1,2,1,130.5,15,175,61.2,177,2,15,19,1,211,57,1.2,14.1
Korel Smith,43201,CB,FAU,12,289,0,165,0,9.3,60.0,87.9,8.9,5.3,0,4,26.7,66.8,0,30,14.3,1,3,84.3,9,87,30.1,99,3,6,15,0,116,74,1.5,12.9,0,2,4.5,60.0,89.1,11.9,7.2,1,1,5.0,83.9,3,18,14.3,2,1,29.6,12,147,50.9,165,4,10,20,0,82,76,0.6,6.8
Chima Azunna,43211,S,HAWAII,8,192,0,180,0,6.4,69.2,100.0,7.1,4.9,0,0,0.0,52.4,0,13,11.1,1,0,108.8,9,65,33.9,65,3,8,13,1,73,29,1.1,8.1,0,0,18.6,66.7,100.0,16.2,10.8,0,1,11.1,49.6,0,33,0.0,0,1,109.7,6,99,51.6,99,1,11,9,0,121,31,1.2,20.2
Kaiden Smith,43224,S,APP STATE,10,315,0,108,2,11.0,45.5,95.9,17.4,7.9,0,0,0.0,58.2,0,15,14.3,1,0,55.1,5,93,29.5,97,3,4,11,0,40,15,0.5,8.0,0,3,11.8,62.5,98.8,30.6,19.1,0,1,12.5,66.4,0,17,11.1,2,0,80.7,5,161,51.1,163,2,13,8,0,51,7,0.3,10.2
Chase Pine,43225,LB,PITTSBURGH,13,129,0,268,0,,,57.6,,,0,0,,63.8,0,,,0,0,0.0,0,19,14.7,33,0,0,0,0,0,0,0.0,,0,1,6.3,100.0,72.8,12.8,12.8,0,0,0.0,49.2,0,27,0.0,0,0,116.0,6,83,64.3,114,0,2,6,0,71,33,0.9,11.8
Corey Hightower,43234,CB,NEW MEXICO,12,321,0,241,1,14.8,50.0,91.4,14.8,7.4,0,3,25.0,58.3,0,75,0.0,0,1,133.3,6,96,29.9,105,0,4,12,3,144,44,1.6,24.0,0,2,9.3,60.0,100.0,15.7,9.4,0,1,6.7,54.3,0,40,23.5,4,0,83.8,9,150,46.7,150,1,11,15,0,114,38,0.8,12.7
Eric Monroe,43239,S,TEXAS TECH,13,412,0,315,2,7.4,80.0,95.2,27.3,21.8,0,1,20.0,78.6,1,19,10.0,1,0,59.6,4,120,29.1,126,2,7,5,0,39,10,0.4,9.8,0,4,11.6,71.4,98.6,40.2,28.7,1,0,0.0,68.9,1,43,0.0,0,0,103.3,5,208,50.5,211,1,12,7,1,70,28,0.3,14.0
Chris Henderson,43249,ED,S ALABAMA,12,72,0,288,0,,,34.4,,,0,0,,61.6,0,,,0,0,0.0,0,11,15.3,32,0,0,0,0,0,0,0.0,,0,0,6.9,87.5,31.1,6.3,5.5,0,1,12.5,51.0,0,12,0.0,0,0,91.1,7,51,70.8,164,2,3,8,0,47,23,1.1,6.7
Anthony Ekpe,43280,ED,BALL ST,10,7,0,117,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,36,1,0,0,0,0,0,,,0,0,7.0,0.0,6.1,,7.0,0,0,0.0,41.0,0,,66.7,2,0,39.6,0,7,100.0,114,2,1,1,0,0,0,0.0,
Josh Perry,43283,S,SO MISS,2,13,0,296,0,,,50.0,,,0,0,,61.0,0,,,0,0,0.0,0,3,23.1,6,0,0,0,0,0,0,0.0,,0,0,12.0,100.0,88.9,8.0,8.0,0,0,0.0,52.3,0,22,0.0,0,0,118.8,1,8,61.5,9,0,1,1,0,22,10,2.8,22.0
Treyvon Reeves,43286,LB,TULSA,9,165,0,320,1,1.6,85.7,67.9,6.2,5.3,0,0,0.0,57.3,0,17,20.0,1,0,94.6,6,38,23.0,56,4,3,7,0,47,56,1.3,7.8,0,2,-0.3,83.3,96.6,10.8,9.0,1,0,0.0,68.5,0,10,16.7,1,0,79.2,5,57,34.5,59,2,3,6,0,18,25,0.3,3.6
Braden Smith,43298,S,WYOMING,11,171,0,351,1,5.2,60.0,90.3,20.0,12.0,0,0,0.0,61.4,0,19,28.6,2,0,82.9,3,65,38.0,72,1,4,5,0,37,24,0.6,12.3,0,1,7.0,100.0,97.2,23.3,23.3,0,0,0.0,76.9,0,14,9.1,1,0,102.8,3,70,40.9,72,1,9,3,0,26,5,0.4,8.7
Garrett Crall,43309,ED,WYOMING,13,28,0,351,0,,,12.3,,,0,0,,62.7,0,,50.0,1,0,0.0,0,22,78.6,179,1,1,0,0,0,0,0.0,,0,0,12.0,100.0,4.1,6.0,6.0,0,0,0.0,60.2,0,14,0.0,0,0,118.8,1,6,21.4,147,2,2,1,0,14,2,2.3,14.0
Qwuantrezz Knight,43322,S,UCLA,12,306,0,324,1,7.9,66.7,73.3,10.0,6.7,0,0,0.0,49.6,0,9,16.7,1,0,70.1,6,66,21.6,90,3,4,9,0,27,19,0.5,4.5,0,4,2.5,81.0,83.9,5.0,4.0,0,2,4.8,51.4,0,27,27.8,10,2,98.0,34,172,56.2,205,12,22,42,0,316,256,1.9,9.3
Jordan Helm,43329,S,FAU,12,437,0,165,5,1.0,100.0,98.4,27.3,27.3,1,0,0.0,81.0,1,17,20.0,3,0,59.4,4,120,27.5,122,2,7,4,0,31,27,0.3,7.8,0,3,9.9,65.0,99.2,17.4,11.3,0,0,0.0,59.8,0,47,8.3,2,0,93.8,13,236,54.0,238,9,19,20,0,180,75,0.8,13.8
Bryan Mead,43333,LB,OKLAHOMA,1,5,0,261,0,,,75.0,,,0,0,,61.2,0,,100.0,1,0,0.0,0,3,60.0,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.7,0,,0.0,0,0,0.0,0,2,40.0,2,0,1,0,0,0,0,0.0,
Obi Eboh,43343,CB,UCLA,12,177,0,324,0,8.8,40.0,100.0,18.5,7.4,0,1,20.0,70.6,0,12,0.0,0,1,51.3,2,45,25.4,45,0,1,5,0,19,8,0.5,9.5,0,3,15.3,58.3,95.5,15.1,8.8,0,1,8.3,58.8,0,44,16.7,2,1,122.2,7,107,60.5,112,1,7,12,1,126,47,1.2,18.0
Zeke Brown,43346,CB,BAYLOR,6,27,0,118,0,29.0,100.0,100.0,5.0,5.0,0,0,0.0,49.2,0,31,0.0,0,0,118.8,1,5,18.5,5,0,1,1,0,31,2,6.2,31.0,0,0,,,100.0,,,0,0,,71.6,0,,0.0,0,0,0.0,0,18,66.7,18,1,1,0,0,0,0,0.0,
DaMarcus Fields,43347,CB,TEXAS TECH,12,435,0,315,1,14.3,47.1,100.0,8.8,4.1,0,7,20.6,65.0,0,31,7.7,1,5,80.0,16,154,35.4,154,2,11,34,2,156,37,1.1,9.8,0,2,9.0,65.6,99.5,9.6,6.3,1,2,6.3,51.4,0,67,16.7,5,2,111.5,21,208,47.8,209,7,23,32,2,260,145,1.3,12.4
Mandela Lawrence-Burke,43352,LB,KENT STATE,12,352,0,201,0,4.7,66.7,63.2,12.8,8.5,0,0,0.0,48.3,0,49,25.0,1,0,149.3,4,55,15.6,87,0,3,6,1,76,44,1.5,19.0,0,3,5.1,78.6,94.7,9.2,7.2,1,1,3.6,59.3,1,22,5.3,1,1,88.7,22,214,60.8,226,7,15,28,0,248,187,1.2,11.3
Jaydon Grant,43354,CB,OREGON ST,13,452,0,265,1,14.7,53.3,95.1,9.0,4.8,1,4,13.3,57.4,1,62,15.8,3,3,113.9,16,154,34.1,162,2,15,30,3,345,165,2.4,21.6,0,1,3.8,76.9,96.3,11.3,8.7,0,1,3.8,61.6,0,21,33.3,8,1,100.5,20,235,52.0,244,6,15,26,1,134,90,0.6,6.7
